model_id,rmse,mse,mae,rmsle,mean_residual_deviance
DRF_1_AutoML_1_20250130_212934,97.23768640013162,9455.16765645034,45.93837210795038,0.369957556186664,9455.16765645034
XRT_1_AutoML_1_20250130_212934,98.2832518886706,9659.597601811873,46.30121011357558,0.37097163924226,9659.597601811873
GBM_4_AutoML_1_20250130_212934,98.9767083390799,9796.38879363929,45.14941155920277,0.3699518930329369,9796.38879363929
GBM_2_AutoML_1_20250130_212934,105.66506490912252,11165.105942249078,46.81840731791053,0.3689548242575419,11165.105942249078
GBM_3_AutoML_1_20250130_212934,105.87891234449008,11210.344079252212,48.7831104940092,0.3687902849282349,11210.344079252212
GBM_grid_1_AutoML_1_20250130_212934_model_1,107.07978043696744,11466.07937842915,55.59705909230432,0.3723589059592436,11466.07937842915
GBM_5_AutoML_1_20250130_212934,113.5157218323064,12885.819103109568,43.83447996916749,0.3713472025159895,12885.819103109568
DeepLearning_1_AutoML_1_20250130_212934,142.00955888246608,20166.7148139926,89.41069281678529,0.4593376938018689,20166.7148139926
GLM_1_AutoML_1_20250130_212934,147.08208164877,21633.138742135445,70.32559039664068,0.3869934141031994,21633.138742135445
GBM_1_AutoML_1_20250130_212934,750.9203974809775,563881.4433529892,502.4646087651198,0.726864438947436,563881.4433529892
