model_id,rmse,mse,mae,rmsle,mean_residual_deviance
GLM_1_AutoML_1_20250129_232155,0.0350964353161357,0.0012317597718997,0.0161709300091007,0.0252645546122199,0.0012317597718997
XRT_1_AutoML_1_20250129_232155,0.0358827339223612,0.0012875705937429,0.0178444011213682,0.0258896038387307,0.0012875705937429
DRF_1_AutoML_1_20250129_232155,0.0359782918430052,0.0012944374839404,0.0176851139279236,0.0258681089205698,0.0012944374839404
GBM_4_AutoML_1_20250129_232155,0.0360626996595661,0.001300518306736,0.0175008046621428,0.0258733551924681,0.001300518306736
GBM_5_AutoML_1_20250129_232155,0.0361453697019371,0.0013064877508897,0.0170074933896855,0.0258753339093295,0.0013064877508897
GBM_3_AutoML_1_20250129_232155,0.0369154652702813,0.0013627515761213,0.0179789209343396,0.0263006426505373,0.0013627515761213
GBM_2_AutoML_1_20250129_232155,0.0372427847187716,0.0013870250136087,0.0185958208635661,0.0265287587132158,0.0013870250136087
DeepLearning_1_AutoML_1_20250129_232155,0.0400891682982259,0.0016071414148434,0.022651195879574,0.028667800977839,0.0016071414148434
GBM_grid_1_AutoML_1_20250129_232155_model_1,0.0409405412544179,0.0016761279182046,0.0219938594718633,0.0288604209517585,0.0016761279182046
GBM_1_AutoML_1_20250129_232155,0.143346613346107,0.0205482515577982,0.1021682933037381,0.0882493860029419,0.0205482515577982
