model_id,rmse,mse,mae,rmsle,mean_residual_deviance
DRF_1_AutoML_1_20250130_213013,64.21136888331243,4123.099893868824,30.580936707733265,0.3291094885659357,4123.099893868824
XRT_1_AutoML_1_20250130_213013,64.73557137585749,4190.69420135874,31.477175201162662,0.3269507365344937,4190.69420135874
GBM_5_AutoML_1_20250130_213013,67.0405924974542,4494.441042409712,30.5927482215178,0.3292909534544997,4494.441042409712
GLM_1_AutoML_1_20250130_213013,85.08308168250363,7239.130788591586,46.9480298352723,0.3566947207537072,7239.130788591586
GBM_grid_1_AutoML_1_20250130_213013_model_1,88.69318165790295,7866.480472601773,43.40706655914812,0.3269724160373218,7866.480472601773
GBM_4_AutoML_1_20250130_213013,89.49528786559323,8009.406550145399,39.93500835503564,0.3248965630929225,8009.406550145399
GBM_2_AutoML_1_20250130_213013,90.8344105653292,8250.890142750788,41.62334853055614,0.3254448283817981,8250.890142750788
GBM_3_AutoML_1_20250130_213013,94.4821403113501,8926.874837813646,43.37601521727414,0.325077171580205,8926.874837813646
DeepLearning_1_AutoML_1_20250130_213013,96.0351054628598,9222.741481262605,61.79296381916403,0.3999528463748459,9222.741481262605
GBM_1_AutoML_1_20250130_213013,526.5870240763279,277293.89392556314,333.25256654244504,0.7027070670408381,277293.89392556314
