model_id,rmse,mse,mae,rmsle,mean_residual_deviance
DRF_1_AutoML_1_20250130_213130,35.42368196753873,1254.8372441373283,17.443721207138292,0.3571627425599941,1254.8372441373283
XRT_1_AutoML_1_20250130_213130,36.66910538909256,1344.6232900363775,17.924983928902705,0.3572285950578337,1344.6232900363775
GBM_5_AutoML_1_20250130_213130,38.11232253149593,1452.549128744772,18.536731005811102,0.3577429560461075,1452.549128744772
GLM_1_AutoML_1_20250130_213130,39.00958567804402,1521.747774772657,21.156844834514903,0.359242450658539,1521.747774772657
DeepLearning_1_AutoML_1_20250130_213130,43.26216045962625,1871.614527634449,25.13209898483583,0.3671705677242978,1871.614527634449
GBM_3_AutoML_1_20250130_213130,51.56647271208952,2659.1011079666728,24.655939823999084,0.3590953770186746,2659.1011079666728
GBM_2_AutoML_1_20250130_213130,52.166440355337016,2721.3374993469342,25.020217440531397,0.3601854068609075,2721.3374993469342
GBM_4_AutoML_1_20250130_213130,52.59536403278929,2766.2723177416256,24.756855722821676,0.3611895410823769,2766.2723177416256
GBM_grid_1_AutoML_1_20250130_213130_model_1,52.59924026714727,2766.6800766810875,27.155117508328395,0.3572035858575136,2766.6800766810875
GBM_1_AutoML_1_20250130_213130,152.79283274914235,23345.64973950739,106.67417923127152,0.5430413870319042,23345.64973950739
