model_id,rmse,mse,mae,rmsle,mean_residual_deviance
GBM_5_AutoML_1_20250130_213755,3.134226019018593,9.823372738293138,0.7240612195683249,0.3257217396985926,9.823372738293138
XRT_1_AutoML_1_20250130_213755,3.230342520552032,10.435112800086456,0.8744377835251784,0.3339631538971981,10.435112800086456
GBM_4_AutoML_1_20250130_213755,3.3284413524672094,11.078521836813747,0.9266966294372964,,11.078521836813747
DRF_1_AutoML_1_20250130_213755,3.371887456504225,11.369625019330533,0.7639287538579981,0.334964765144109,11.369625019330533
GBM_3_AutoML_1_20250130_213755,3.379950857001928,11.424067795748067,0.9861471700666844,0.3980095433583547,11.424067795748067
GBM_2_AutoML_1_20250130_213755,3.408170502568618,11.615626174578823,0.9789860498878632,0.3788557432379618,11.615626174578823
GBM_grid_1_AutoML_1_20250130_213755_model_1,3.4787021983112822,12.101368984535748,1.0399660573438845,0.3906747984190171,12.101368984535748
DeepLearning_1_AutoML_1_20250130_213755,4.630827358125987,21.444562020768103,1.77900912671913,0.4662364994859233,21.444562020768103
GLM_1_AutoML_1_20250130_213755,5.102934491416395,26.0399404236871,2.343145421008172,0.4879877077947925,26.0399404236871
GBM_1_AutoML_1_20250130_213755,5.295312785671685,28.04033749809802,3.383029358352565,0.5548427598522917,28.04033749809802
